topic	sentence0내일 반품할 노트북이 삼성인지 엘지인지 알려주세요0내일 삼성노트북을 반품할거에요 엘지노트북을 반품할거에요0내일 삼성노트북이랑 엘지노트북 중에 어떤 노트북을 반품하는거에요0혹시 내일 반품할 노트북이 삼성과 엘지 중에 무엇인지 아시나요0내일 노트북 반품이 삼성노트북인지 엘지노트북인지 확인부탁드립니다�립니다
4	설민석이 출연하는 예능 프로 이름 무엇인지 찾아봐주세요
4	설민석이 출연하는 예능 프로그램 제목 좀 알려줄래
4	저기 설민석은 무슨 예능 프로에 출연하더라
4	프로그램 이름 좀 알려줘 설민석이 출연하던데
4	그 프로그램 이름이 뭐지 설민석이 출연하는 거
4	설민석이 출연하는 예능 프로 이름 뭔지 좀 찾아봐주라
4	두산 홈경기장이 있는 도시는 어디인가요
4	두산 홈구장은 어느 도시에 있나요
4	어느 도시에 있나요 두산 홈경기장은
4	두산 홈구장은 어느 도시에 있는지 궁금합니다
4	두산 홈경기장이 어느 도시에 있는지 궁금하네요
4	야 두산 홈경기장이 있는 도시 어디야
4	흠 두산 홈구장은 어느 도시에 있지
4	어느 도시에 있냐 두산 홈경기장
4	두산 홈구장 어느 도시에 있는지 궁금하네
4	두산 홈경기장이 어느 도시에 있는지 궁금해
4	블랙핑크 멤버 중에서 인스타 팔로워 가장 많은 사람이 누구에요
4	블랙핑크 중에서 누가 인스타 팔로워 수 제일 많아요
4	블랙핑크에서 인스타 팔로워 수 가장 많은 사람이 누군지 좀 찾아주세요
4	궁금하네요 블랙핑크에서 인스타 팔로워 가장 많은 멤버가 누군지
4	블랙핑크에서 어떤 멤버가 인스타 팔로워 수가 가장 많았죠
4	블랙핑크 멤버 중에서 인스타 팔로워 가장 많은 사람이 누구야
4	흠 브랙핑크 중에서 누가 인스타 팔로워 수 제일 많아
4	블랙핑크에서 인스타 팔로워 수 가장 많은 사람 누군지 좀 찾아줄래
4	궁금하다 블랙핑크에서 인스타 팔로워 가장 많은 멤버 누군지
4	블랙핑크에서 어떤 멤버가 인스타 팔로워 수가 가장 많니
4	부산국제영화제 표 예매가 가능한 사이트가 어디인가요
4	어느 사이트에서 부산국제영화제 티켓 예매할 수 있습니까
4	부산국제영화제 티켓 예매 가능한 사이트 주소를 좀 알려주세요
4	사이트 어디인지 좀 찾아봐주세요 부산국제영화제 티켓 예매가능한 곳으로
4	부산국제영화제 표 예매가능한 사이트 주소를 좀 알아봐주실 수 있으신가요
4	부산국제영화제 표 예매할 수 있는 사이트가 어딘지 아니
4	어디 사이트서 부산국제영화제 티켓을 예매할 수 있더라
4	부산국제영화제 티켓 예매하는 사이트 주소 좀 알려줘봐
4	혹시 사이트 어디인지 좀 찾아봐줄 수 있니 부산국제영화제 티켓 예매가능한 곳으로
4	부산국제영화제 표 예매가능한 사이트 주소를 좀 알아봐주라
4	도쿄올림픽 마스코트 이름이 무엇인가요
4	도쿄올림픽은 마스코트 이름이 뭐죠
4	마스코트 이름이 뭔가요 도쿄올림픽은
4	마스코트 이름이 뭔지 좀 찾아주세요 도쿄올림픽 마스코트요
4	도쿄올림픽 마스코트 이름 좀 찾아서 알려주세요
4	도쿄올림픽 마스코트 이름이 뭐지
4	도쿄올림픽 마스코트 이름이 뭐니
4	마스코트 이름이 뭐야 도쿄올림픽은
4	마스코트 이름이 뭔지 좀 찾아줘봐 도쿄올림픽 마스코트
4	도쿄올림픽 마스코트 이름 좀 찾아서 알려줘
4	전지적 독자 시점 그림 작가 이름이 뭔가요
4	전지적 독자 시점 그림 작가분 성함이 어떻게 되시나요
4	성함 좀 알려주세요 전지적 독자 시점 그림작가님이셨어요
4	전지적 독자 시점 그리는 그림 작가님 이름이 어떻게 되시는지 좀 찾아주세요
4	전지적 독자 시점 그림작가님 성함을 알고싶습니다
4	아 전지적 독자 시점 그림 작가님 이름이 뭐였지
4	전지적 독자 시점 그림 작가분 이름이 혹시 어떻게 되시지
4	성함 좀 알려주라 전지적 독자 시점 그림작가님이셨는데
4	너 전지적 독자 시점 그리는 그림 작가님 이름이 어떻게 되시는지 좀 찾아줘봐
4	나 전지적 독자 시점 그림 작가님 성함을 좀 알고 싶은데
4	최고시청률이 이프로 이하인 드라마 어떤거죠
4	이프로 이하의 최고시청률을 가진 드라마 뭐죠
4	최고시청률이 이프로 이하인 드라마는 이름이 어떻게 되나요
4	드라마 이름 좀 알려주세요 최고시청률이 이프로 이하였어요
4	최고시청률이 이프로 이하인 드라마를 좀 찾아봐주세요
4	최고시청률이 이프로 이하인 드라마가 어떤 게 있지
4	이프로 이하 최고시청률인 드라마 이름이 뭐니
4	최고시청률 이프로 이하인 드라마는 이름이 뭐더라
4	드라마 이름 좀 알려줘 최고시청률 이프로 이하였던거
4	최고시청률 이프로 이하인 드라마 좀 찾아봐주라
4	아이유와 슈가가 콜라보 한 곡 이름은 뭐죠
4	아이유 노래 중에서 슈가랑 콜라보 한 노래 제목 좀 알려주세요
4	슈가랑 콜라보 한 아이유 노래 제목이 뭐였죠
4	제목이 궁금합니다 아이유랑 슈가가 콜라보한 노래였던거같은데
4	아이유랑 슈가가 콜라보한 노래 제목이 뭔지 알고싶습니다
4	너 아이유와 슈가가 콜라보 한 곡 이름 혹시 알아
4	자네 아이유 노래 중에서 슈가랑 콜라보 한 노래 제목 좀 알려주겠나
4	슈가랑 콜라보 한 아이유 노래 제목 뭐더라
4	제목이 궁금해 아이유랑 슈가가 콜라보한 노래였던 거 같은데
4	나 아이유랑 슈가가 콜라보한 노래 제목 뭔지 좀 알고싶어
4	일호가 될 순 없어에 개그맨 부부 누가 출연하죠
4	일호가 될 순 없어에 출연하는 개그맨 부부 누구누구 였죠
4	일호가 될 순 없어에는 개그맨 부부가 출연하던데 누가 있나요
4	개그맨 부부 누구누구 출연합니까 일호가 될 순 없어에
4	일호가 될 순 없어에 출연하는 개그맨 부부들 누구인지 좀 찾아봐주실 수 있나요
4	일호가 될 순 없어에 개그맨 부부 누구 나오지
4	일호가 될 순 없어 출연하는 개그맨 부부 누구누구더라
4	야 일호가 될 순 없어에 개그맨 부부 출연하던데 누구 나오냐
4	개그맨 부부 누가 출연하는지 혹시 알아 일호가 될 순 없어에
4	일호가 될 순 없어에 출연하는 개그맨 부부들 누구인지 좀 찾아봐줄 수 있니
4	일주일에 두 번 연재하는 네이버 웹툰 작품은 뭐가 있죠
4	네이버 웹툰 중에서 일주일에 두 번 연재하는 작품 어떤게 있는지 좀 알려주세요
4	네이버 웹툰 중에서 좀 찾아주세요 일주일에 두 번 연재하는 웹툰이었는데
4	일주일에 두 번 연재하는 네이버 웹툰에는 어떤게 있는지 알고 싶어요
4	일주일에 두 번 연재하는 네이버 웹툰 뭐뭐가 있는지 알고싶어요
4	일주일에 두 번 연재하는 네이버 웹툰 작품 뭐있지
4	네이버에서 일주일에 두 번 연재하는 웹툰 뭐가 있는지 좀 알려줘
4	네이버 웹툰 중에서 좀 찾아줄래 일주일에 두 번 연재하는 거였어
4	나 일주일에 두 번 연재하는 네이버 웹툰에는 어떤 게 있는지 알고 싶다
4	저기 일주일에 두 번 연재하는 네이버 웹툰은 뭐가 있는지 알고 싶어
4	전미도가 출연 중인 뮤지컬이 무엇인가요
4	전미도는 어떤 뮤지컬에 출연하고 있나요
4	전미도 배우님은 어느 뮤지컬에 출연하고 있는지 좀 알려주세요
4	뮤지컬 뭐였죠 전미도 배우님이 출연하는 뮤지컬이요
4	뮤지컬 중에 전미도가 출연하는 것 좀 알아봐주세요
4	전미도가 출연 중인 뮤지컬이 뭐야
4	전미도는 뮤지컬 뭐에 출연하고 있어
4	전미도 배우님은 어떤 뮤지컬에 출연하고 있는지 좀 알려줄래
4	뮤지컬 뭐였지 전미도 배우님이 출연하는 거
4	뮤지컬 중에 전미도가 출연하는 것 좀 알아봐줘
4	김은숙 작가님 드라마 중 가장 시청률이 높았던 드라마 무엇입니까
4	김은숙 작가님 쓰셨던 드라마 중에서 가장 시청률이 높았던 드라마 어떤 건가요
4	김은숙 작가님 드라마 중에서 시청률이 가장 높았던 드라마 무엇인지 알려주세요
4	김은숙 드라마 중에서 시청률이 가장 높았던 드라마를 알고 싶습니다
4	시청률이 가장 높았던 드라마가 무엇이었나요 김은숙 작가님이 쓰신 것 중에서
4	김은숙 작가님 드라마 중에서 시청률 제일 높았던 게 뭐였냐
4	저기 김은숙 작가님 드라마 중에서 가장 시청률 높았던 드라마가 어떤거야
4	김은숙 작가님 드라마 중에서 시청률이 가장 높았던 게 뭐더라
4	나 김은숙 드라마 중에서 시청률이 제일 높았던 거 알고 싶어
4	시청률 제일 높았던 게 뭐였지 김은숙 작가님이 쓰신 것 중에서
4	인기가요 문자투표 진행시간은 언제인가요
4	문자투표 진행시간 언젠지 좀 알려주세요 인기가요 문자투표요
4	인기가요 문자투표 진행시간은 언제언제인지 찾아주세요
4	시간이 어떻게 되죠 인기가요 문자투표 진행시간이요
4	인기가요 문자투표는 진행시간이 어떻게 되는지 안내 부탁드립니다
4	인기가요 문자투표 진행시간 언제야
4	문자투표 진행시간 언젠지 좀 알려주라 인기가요 문자투표
4	야 인기가요 문자투표 진행시간 언제언제인지 좀 찾아봐봐
4	그 시간이 어떻게 되지 인기가요 문자투표 진행시간
4	야 인기가요 문자투표 진행시간 어떻게 되는지 안내 좀 부탁해
4	입짧은 햇님이 족발먹는 유투브 영상 제목이 뭐였죠
4	그 영상 제목이 뭐였죠 입짧은 햇님이 족발먹는 영상이었는데
4	유투브 영상 중에서 제목 좀 알려주세요 입짧은 햇님이 족발먹는 영상이에요
4	입짧은 햇님이 족발먹는 유투브 영상 제목 뭔지 좀 알아봐주실 수 있나요
4	제목 좀 찾아주세요 입짧은 햇님이 족발먹는 유투브 영상이었는데
4	입짧은 햇님이 족발먹는 유튜브 영상 제목 뭐였냐
4	야 그 영상 제목 뭐더라 입짧은 햇님이 족발먹는 거였는데
4	유튜브 영상 제목 좀 알려주라 입짧은 햇님이 족발먹는 영상이야
4	저기 입짧은 햇님이 족발먹는 유튜브 영상 제목 뭔지 좀 알아봐줄 수 있을까
4	제목 좀 찾아줘 입짧은 햇님이 족발먹는 유튜브 영상이었는데
4	스파이더맨 티켓 엠디는 어느 영화관에서 받을 수 있죠
4	스파이더맨 티켓 엠디 받을 수 있는 영화관이 어디인가요
4	어딘지 좀 알려주세요 스파이더맨 티켓 엠디 받을 수 있는 영화관이요
4	스파이더맨 티켓 엠디 받을 수 있는 영화관 위치가 궁금합니다
4	스파이더맨 티켓 엠디는 어느 영화관에서 받을 수 있는지 찾아봐주세요
4	스파이더맨 티켓 엠디 어느 영화관에서 받을 수 있지
4	스파이더맨 티켓 엠디 받을 수 있는 영화관 어디야
4	어딘지 좀 알려줘봐 스파이더맨 티켓 엠디 받을 수 있는 영화관
4	스파이더맨 티켓 엠디 받을 수 있는 영화관 위치 궁금하네
4	저기 스파이더맨 티켓 엠디 어느 영화관에서 받을 수 있는지 좀 찾아봐줄래
4	워너원 멤버 중 솔로활동 하는 멤버 누구죠
4	솔로활동 하는 중인 멤버 누구였죠 워너원에서는
4	워너원에서 솔로 활동 하는 멤버 누군지 알아봐주세요
4	워너원에서 솔로 활동 하는 멤버 누군지 알려주실래요
4	누구였죠 워너원에서 솔로활동 하는 멤버는
4	그 있잖아 워너원 멤버 중 솔로활동 하는 멤버 누구지
4	솔로활동 하는 중인 멤버 누구였더라 워너원에서
4	저기 워너원에서 솔로 활동하는 멤버 누군지 좀 알아봐줘
4	혹시 워너원에서 솔로 활동 하는 멤버 누군지 좀 알려줄 수 있어
4	누구였어 워너원에서 솔로활동 하는 멤버
4	재혼황후 연재 요일이 언제죠
4	재혼황후는 무슨 요일 연재하는 작품인가요
4	재혼황후 연재 요일 언젠지 궁금합니다
4	연재 요일이 어떻게 되죠 재혼황후는
4	재혼황후 연재 요일이 기억이 안나는데 언제였죠
4	재혼황후 연재 무슨 요일에 하지
4	재혼황후는 언제언제 연재하는 작품이야
4	재혼황후 연재 요일이 언제지
4	혹시 연재 요일이 어떻게 돼 재혼황후는
4	기억이 안 나서 그러는데 재혼황후 연재 요일이 언제더라
4	에이에스엠알 유투버 중에서 가장 구독자가 많은 유투버가 누구죠
4	가장 구독자 수가 많은 유투버가 누구죠 에이에스엠알 하시는 분 중에서
4	에이에스엠알 유투버 중에 구독자수 제일 많은 유투버가 누구인지 알고 싶어요
4	누구인가요 에이에스엠알 하시는 유투버 중에서 구독자 수가 제일 많은 분은
4	에이에스엠알 유투버 중에서 구독자 수 일위인 유투버 누군지 좀 찾아주세요
4	에이에스엠알 유튜버 중에서 가장 구독자 많은 유튜버가 누구야
4	야 가장 구독자 수가 많은 유튜버 누구더라 에이에스엠알 하시는 분 중에서
4	에이에스엠알 유튜버 중 구독자 수 제일 많은 유튜버가 누구인지 좀 알고 싶은데
4	누구냐 에이에스엠알 하시는 유튜버 중에서 구독자 수 제일 많은 분
4	에이에스엠알 유튜버 중에서 구독자 수 일위인 유튜버 누군지 좀 찾아봐줘
4	여덟시에 뉴스 방송하는 채널 번호가 무엇입니까
4	채널 중에서 여덟시에 뉴스 하는 번호 몇번인지 찾아주세요
4	여덟시에 뉴스 방송하는 채널 몇번인가요
4	여덟시에 뉴스 방송하는 채널 번호가 알고 싶습니다
4	채널 번호 좀 알려주세요 여덟시에 뉴스 방송하는 채널이었는데
4	여덟시에 뉴스 나오는 채널 번호 뭐야
4	채널 중에서 여덟시에 뉴스하는 채널 몇번인지 찾아주라
4	여덟시부터 뉴스 나오는 채널 몇번이지
4	여덟시에 뉴스 방송하는 채널 번호 알고 싶어
4	채널 번호 좀 하나 알려줘 여덟시 뉴스 방송하는 채널이었던 거 같은데
4	음악방송에 출연한 경험 있는 유투버는 누구인가요
4	음악방송에 출연한 경험이 있는 유투버 누구인지 좀 알아봐주세요
4	유투버 누구였죠 음악방송에 출연한 적 있는데
4	유투버 누구인지 좀 알려주실 수 있나요 음악방송 출연경험 있는 유투버에요
4	어떤 유투버가 음악방송에 출연한 적이 있나요
4	음악방송에 출연한 적 있는 유튜버는 누구니
4	음악방송에 출연한 경험이 있는 유튜버 누군지 좀 알아봐줄래
4	그 유튜버 누구였더라 음악방송에 출연한 적 있는데
4	유튜버 누군지 좀 알려줄 수 있냐 음악방송 출연경험 있어
4	유튜버 누가 음악방송에 출연한 적 있어
4	박신혜 차기작이 뭐죠
4	박신혜 차기작 어떤건지 알아봐주세요
4	박신혜 차기작 뭐하는지 찾아봐주세요
4	차기작 어떤거 합니까 박신혜 배우는
4	차기작 이름 찾아봐주시겠어요 박신혜 배우님의
4	박신혜 차기작 뭐냐
4	박신혜 차기작 뭔지 좀 알아봐
4	저기 박신혜 차기작 뭐하는지 찾아봐줄래
4	차기작 뭐야 박신혜는
4	차기작 이름 좀 찾아봐봐 박신혜꺼
4	이번주에는 나혼자 산다에 게스트 누가 나오나요
4	이번주 나혼자 산다 게스트 누구입니까
4	누구인지 알려주세요 이번주 나혼자 산다 게스트
4	나혼자 산다 게스트 이번주에는 누구인가요?
4	나혼자 산다 이번주 게스트 알려주세요
4	이번주에 나혼자 산다에 게스트 누가 나와
4	이번주는 나혼자 산다 게스트 누구야
4	누군지 좀 알려주라 이번주 나혼자 산다 게스트
4	나혼자 산다 게스트 이번주에는 누구지
4	나혼자 산다 이번주 게스트 알려줘
4	오페라의 유령 내한 마지막 공연 날짜가 언제인가요
4	마지막 공연날짜가 어떻게 되죠 오페라의 유령 내한이요
4	오페라의 유령 내한 마지막 공연 몇월 며칠인가요
4	마지막 공연 날짜가 어떻게 됐었죠 오페라의 유령 내한은
4	오페라의 유령 내한은 마지막 공연이 몇월 며칠인지 좀 찾아주세요
4	오페라의 유령 내한 마지막 공연 날짜 언제야
4	저기 마지막 공연날짜가 어떻게 될까 오페라의 유령 내한 말이야
4	오페라의 유령 내한 마지막 공연 몇월 며칠이니
4	마지막 공연 날짜가 어떻게 됐더라 오페라의 유령 내한은
4	야 오페라의 유령 내한 마지막 공연 몇월 며칠인지 좀 찾아봐줘
4	이번주 구글플레이 다운로드 일위한 게임은 무엇인가요
4	이번주에 구글플레이 다운로드 일위한 게임은 무엇인지 좀 찾아봐주세요
4	이번주에 구글플레이 다운로드 일위한 게임 무엇인지 궁금합니다
4	구글플레이 다운로드 일위한 게임이 뭔가요 이번주에는
4	구글플레이에서 이번주에 일위한 게임은 무엇입니까
4	이번주 구글플레이 다운로드 일위한 게임 뭐지
4	이번주에 구글플레이 다운로드 일위한 게임 뭔지 좀 찾아봐
4	나 이번주에 구글플레이 다운로드 일위한 게임 뭔지 궁금해
4	구글플레이 다운로드 일위한 게임 뭐냐 이번주에는
4	야 구글플레이에서 이번주에 일위한 게임이 뭐니
4	공부가 뭐니 결방일 언제죠
4	공부가 뭐니 결방일 몇월 며칠인지 알려주세요
4	결방일이 언제였죠 공부가 뭐니는
4	공부가 뭐니 결방일 언제인지 좀 알고싶습니다
4	공부가 뭐니가 결방하는 날짜가 몇월 며칠입니까
4	공부가 뭐니 결방 언제야
4	공부가 뭐니 결방일 몇월 며칠인지 좀 알려줘
4	야 결방일이 언제였더라 공부가 뭐니
4	공부가 뭐니 결방일 좀 알고 싶어
4	저기 공부가 뭐니 결방하는 날짜가 몇월 며칠이었지
4	살아있다 무대인사 진행하는 영화관은 어디입니까
4	살아있다 무대인사는 어디 영화관에서 진행하죠
4	살아있다 무대인사는 어떤 영화관에서 진행하나요
4	살아있다 무대인사는 어디에 있는 영화관에서 진행합니까
4	살아있다 무대인사 진행하는 영화관이 어디인지 좀 찾아봐주세요
4	살아있다 무대인사 진행하는 영화관은 어디니
4	살아있다 무대인사 어디 영화관에서 진행하더라
4	살아있다 무대인사 어떤 영화관에서 진행하냐
4	살아있다 무대인사는 어디 영화관에서 진행해
4	야 너 살아있다 무대인사 진행하는 영화관이 어딘지 좀 찾아봐
4	멜론 차트 백 안에 들어간 아이유 곡은 무엇인가요
4	아이유가 부른 노래 중 어떤 곡이 멜론 차트 백 안에 들어가있죠
4	멜론 차트 백 안에 포함된 아이유 곡 좀 찾아주세요
4	아이유 곡 중 어떤게 있나요 멜론 차트 백에는
4	아이유님 곡들 중에는 어느 곡이 멜론 차트 백에 있는지 궁금합니다
4	그 멜론 차트 백 안에 들어간 아이유 곡 뭐지
4	아이유 곡 중에 어떤 게 멜론 차트 백 안에 들어가있니
4	멜론 차트 백 안에 포함된 아이유 곡 좀 찾아줄래
4	아이유 곡 중 어떤 게 있을까 멜론 차트 백에는
4	흠 아이유님 곡들 중에는 어느 곡이 멜론 차트 백에 있는지 궁금하네
4	어디죠 삼시세끼 어촌편 파이브 촬영지가
4	삼시세끼 어촌편 파이브 촬영지 어디인지 알려주세요
4	삼시세끼 어촌편 파이브 촬영지 어디인가요
4	촬영지 정보 좀 주세요 삼시세끼 어촌편 파이브 찍은 곳이요
4	삼시세끼 어촌편 어디에서 촬영했나요
4	어디지 삼시세끼 어촌편 파이브 촬영지
4	삼시세끼에서 어촌편 파이브 촬영지가 어딘지 좀 알려줘
4	그 삼시세끼 어촌편 파이브 촬영지 어디냐
4	촬영지 정보 좀 주라 삼시세끼 어촌편 파이브 찍은 곳
4	삼시세끼 어촌편 어디서 촬영했는지 아는 거 있어
4	바람의 나라 모바일 게임 이름이 무엇인가요
4	바람의 나라 게임 모바일 버전은 이름이 무엇인가요
4	이름이 뭐였죠 바람의 나라 모바일 게임은
4	바람의 나라 모바일 게임은 이름이 뭔지 좀 찾아주세요
4	바람의 나라 모바일게임 이름 뭐였는지 좀 찾아서 알려주세요
4	바람의 나라 모바일 게임 이름 뭐야
4	바람의 나라 게임 모바일 버전은 이름이 뭐지
4	그거 이름이 뭐더라 바람의 나라 모바일 게임
4	저기 바람의 나라 모바일 게임은 이름이 뭔지 좀 찾아봐라
4	그 바람의 나라 모바일 게임 이름 뭐였는지 좀 찾아서 알려줘
4	이번주 모차르트는 박은태가 언제 출연하나요
4	이번주는 언제 박은태가 모차르트에 출연하나요
4	이번주 어느 요일이었죠 박은태가 모차르트 하는 날이
4	이번주에 모차르트에 박은태 나오는 요일이 언젠지 좀 알려주실래요
4	이번주에 박은태가 모차르트 출연하는 날이 무슨 요일인지 찾아주세요
4	이번주 모차르트는 박은태가 언제 출연해
4	이번주는 언제 박은태가 모차르트에 나오냐
4	이번주 어느 요일이었더라 박은태가 모차르트 하는 날
4	이번주에 모차르트 박은태 나오는 요일이 언젠지 좀 알려줄 수 있을까
4	이번주에 박은태가 모차르트 출연하는 날 무슨 요일인지 찾아줄래
4	영탁이 작곡한 곡은 무엇인가요
4	영탁은 어떤 노래를 작곡했나요
4	영탁이 작곡한 노래 어떤어떤 게 있는지 알아봐주실 수 있을까요
4	노래 어떤건지 좀 찾아봐주세요 영탁이 작곡한 곡인데
4	영탁이 작곡한 곡 뭔지 궁금하니까 찾아주세요
4	영탁이 작곡한 곡 뭐지
4	영탁은 어떤 노래 작곡했어
4	저기 영탁이 작곡한 노래 어떤어떤 게 있는지 알아봐줄 수 있을까
4	너 노래 어떤 건지 좀 찾아봐줄래 영탁이 작곡한 건데
4	영탁이 작곡한 곡 뭔지 궁금하니까 좀 찾아줘
4	네이버 웹툰 일요일 일위하는 작품 제목 뭔가요
4	네이버 웹툰에서 일요일에 일위하는 작품의 제목 뭔지 궁금합니다
4	일요일 일위인 네이버 웹툰 제목 좀 알려주세요
4	작품 제목 좀 찾아주세요 네이버 웹툰에서 일요일 일위인 작품이었는데
4	일요일에 네이버 웹툰 일위하는 작품 제목을 좀 찾고싶은데여
4	그 네이버 웹툰 일요일 일위하는 작품 뭐더라
4	흠 네이버 웹툰에서 일요일 일위 작품 제목 뭔지 좀 궁금하네
4	저기 일요일 일위인 네이버 웹툰 제목 좀 알려주라
4	야 작품 제목 좀 찾아줘봐 네이버 웹툰에서 일요일 일위인 작품이었어
4	나 일요일에 네이버 웹툰 일위하는 작품 제목을 좀 찾고싶은데
4	역대 한국인 선수 중 이적료 일위한 축구선수는 누구인가요
4	역대 한국인 선수 중에 이적료 일위한 축구선수 누구인지 좀 찾아봐주세요
4	어떤 선수가 역대 한국인 선수 중에 이적료 일위를 차지했나요
4	이적료 일위를 차지한 선수는 누구인가요 역대 한국인 선수 중에서
4	역대 한국인 선수 중 이적료 일위는 누구인지 알려주실 수 있을까요
4	역대 한국인 선수 중 이적료 제일 높은 축구선수 누구더라
4	역대 한국인 선수 중에 이적료가 제일 높은 축구선수 누군지 좀 찾아봐봐
4	어떤 선수가 역대 한국인 선수 중에서 이적료 일위를 차지했어
4	이적료 일위를 차지한 선수는 누구지 역대 한국인 선수 중에서
4	역대 한국인 선수 중 이적료 일위는 누구인지 알려줄 수 있을까
4	하트시그널 이번에 언제 끝나죠
4	하트시그널 종영하는 날짜가 혹시 언젠지 아십니까
4	저 이번에 하트시그널 혹시 종영일자가 어떻게 되나요
4	이번 하트시그널 종영일자를 좀 알고 싶은데요
4	하트시그널 종영일자를 좀 찾아봐 주실 수 있을까요
4	하트시그널 이번에 언제 끝나냐
4	하트시그널 종영 날짜 혹시 알고 있는 거 있니
4	혹시 이번 하트시그널 종영일자가 어떻게 될까
4	이번 하트시그널 종영일자 좀 알려줘
4	하트시그널 종영일 좀 찾아줄래
4	이십대 여성들이 가장 많이 다운받은 모바일게임은 무엇인가요
4	이십대 여성들은 어떤 모바일게임을 가장 많이 다운받았나요
4	이십대 여성들이 가장 많이 다운 받은 모바일게임이 무엇인지 궁금하네요
4	모바일게임 좀 찾아봐주세요 이십대 여성들이 가장 많이 다운로드 받았다고 했는데
4	이십대 여성들이 가장 많이 다운받은 모바일게임은 뭐였는지 좀 알아봐주실 수 있을까요
4	이십대 여성들이 가장 많이 다운받은 모바일게임은 뭐니
4	이십대 여성들이 어떤 모바일게임을 가장 많이 다운받았어
4	아 이십대 여성들이 가장 많이 다운 받은 모바일게임이 뭔지 궁금하네
4	모바일게임 좀 찾아봐주라 이십대 여성들이 가장 많이 다운로드 받았다고 했는데
4	혹시 이십대 여성들이 가장 많이 다운받은 모바일게임은 뭐였는지 좀 알아봐줄 수 있을까
4	레드벨벳 멤버 중에 연습생 기간이 가장 길었던 멤버 누구죠
4	레드벨벳에서 연습생 기간이 제일 길었던 멤버가 누구인가요
4	레드벨벳에서 연습생 가장 오래한 멤버 누군지 좀 찾아봐주세요
4	레드벨벳 멤버 중에 연습생 가장 오래한 멤버 누구인지 좀 알려주실 수 있나요
4	찾아봐주세요 레드벨벳에서 연습생 가장 오래한 멤버 좀
4	레드벨벳 멤버 중에 연습생 기간 제일 길었던 멤버 누구지
4	레드벨벳에서 연습생 기간 제일 길었던 멤버 누구야
4	레드벨벳에서 연습생 제일 오래한 멤버 좀 찾아봐주라
4	레드벨벳 멤버 중에서 연습생 가장 오래한 멤버 누구인지 알려줄 수 있냐
4	찾아봐줘 레드벨벳에서 연습생 가장 오래한 멤버 좀
4	팬텀싱어 쓰리 부산콘서트 장소가 어디인가요
4	팬텀싱어 쓰리 부산콘서트는 어디서 하나요
4	팬텀싱어 쓰리 부산콘서트 어느 곳에서 하는지 좀 알려주세요
4	어디에요 팬텀싱어 쓰리 부산콘서트 하는 데가
4	팬텀싱어 쓰리 부산콘서트는 어디에서 하는지 알아봐주시겠어요
4	팬텀싱어 쓰리 부산콘서트 장소 어디지
4	야 팬텀싱어 쓰리 부산콘서트 어디서 하냐
4	저기 팬텀싱어 쓰리 부산콘서트 어디서 하는지 좀 알려줄래
4	도대체 어디야 팬텀싱어 쓰리 부산콘서트 하는 데가
4	너 팬텀싱어 쓰리 부산콘서트 어디서 하는지 좀 알아봐봐
4	부부의 세계를 볼 수 있는 오티티 서비스는 무엇인가요
4	오티티 중에 부부의 세계 볼 수 있는게 뭐죠
4	오티티 중에 찾아봐주세요 부부의 세계 볼 수 있는 걸로
4	부부의 세계 보고싶은데 시청할 수 있는 오티티를 좀 찾아봐주세요
4	오티티 중에서 부부의 세계 시청할 수 있는게 뭐가 있을까요
4	부부의 세계 볼 수 있는 오티티 서비스는 뭐가 있어
4	저기 오티티 중에 부부의 세계 볼 수 있는 게 뭐니
4	오티티 중에 좀 찾아봐줄래 부부의 세계 볼 수 있는 걸로
4	부부의 세계 보고싶은데 볼 수 있는 오티티 좀 찾아봐주겠나
4	오티티 중에 부부의 세계 볼 수 있는 거 뭐 있을까
4	사이코지만 괜찮아 재방송시간은 언제인가요
4	사이코지만 괜찮아 재방송 몇시인가요
4	언제인지 좀 찾아봐주세요 사이코지만 괜찮아 재방송시간
4	재방송시간이 궁금합니다 사이코지만 괜찮아 드라마요
4	사이코지만 괜찮아 재방송 시간 찾아봐주실 수 있나요
4	사이코지만 괜찮아 혹시 재방송시간이 언제야
4	사이코지만 괜찮아 재방송 몇시지
4	언제인지 좀 찾아봐라 사이코지만 괜찮아 재방송시간
4	재방송시간이 궁금해 사이코지만 괜찮아 드라마
4	사이코지만 괜찮아 재방송 시간 찾아봐줄 수 있냐
4	밤쉘 언제 상영하죠
4	밤쉘 상영 날짜가 언제인가요
4	상영날짜 좀 알려주세요 밤쉘이요
4	밤쉘은 상영 날짜가 몇월 며칠이죠
4	밤쉘 상영날짜 언제인지 찾아봐주시겠습니까
4	밤쉘 언제 상영해
4	밤쉘 상영 날짜 언제인지 아니
4	상영일 좀 알려줘 밤쉘
4	밤쉘은 상영 날짜가 몇월 며칠이냐
4	밤쉘 상영일 언제인지 한 번 찾아봐줄래
4	칠월에 생일이 있는 남자 아이돌은 누구인가요
4	칠월에 생일인 남자 아이돌은 누구누구입니까
4	남자 아이돌 중에 칠월 생일인 사람 누군지 좀 찾아주세요
4	칠월 생일인 사람을 찾아 주세요 남자 아이돌 중에서
4	남자 아이돌 중에서 칠월 생인 사람은 누구인지 궁금해요
4	칠월에 생일이 있는 남자 아이돌 누구냐
